training_size, sample_size, accuracy
1150000,1000.0,0.826
1150000,1000.0,0.822
1150000,1000.0,0.826
1150000,1000.0,0.839
1160000,1000.0,0.803
1160000,1000.0,0.847
1160000,1000.0,0.81
1160000,1000.0,0.835
1160000,1000.0,0.803
1160000,1000.0,0.838
1160000,1000.0,0.832
1160000,1000.0,0.825
1160000,1000.0,0.842
1160000,1000.0,0.817
1170000,1000.0,0.839
1170000,1000.0,0.838
1170000,1000.0,0.824
1170000,1000.0,0.808
1170000,1000.0,0.825
1170000,1000.0,0.831
1170000,1000.0,0.825
1170000,1000.0,0.817
1170000,1000.0,0.825
1170000,1000.0,0.83
1180000,1000.0,0.824
1180000,1000.0,0.839
1180000,1000.0,0.815
1180000,1000.0,0.833
1180000,1000.0,0.823
1180000,1000.0,0.837
1180000,1000.0,0.833
1180000,1000.0,0.836
1180000,1000.0,0.829
1180000,1000.0,0.819
1190000,1000.0,0.838
1190000,1000.0,0.835
1190000,1000.0,0.834
1190000,1000.0,0.827
1190000,1000.0,0.832
1190000,1000.0,0.842
1190000,1000.0,0.823
1190000,1000.0,0.837
1190000,1000.0,0.85
1190000,1000.0,0.813
1200000,1000.0,0.844
1200000,1000.0,0.829
1200000,1000.0,0.825
1200000,1000.0,0.829
1200000,1000.0,0.822
1200000,1000.0,0.856
1200000,1000.0,0.844
1200000,1000.0,0.811
1200000,1000.0,0.813
1200000,1000.0,0.845
1210000,1000.0,0.832
1210000,1000.0,0.799
1210000,1000.0,0.833
1210000,1000.0,0.81
1210000,1000.0,0.817
1210000,1000.0,0.824
1210000,1000.0,0.814
1210000,1000.0,0.819
1210000,1000.0,0.804
1210000,1000.0,0.813
1220000,1000.0,0.808
1220000,1000.0,0.847
1220000,1000.0,0.821
1220000,1000.0,0.83
1220000,1000.0,0.834
1220000,1000.0,0.842
1220000,1000.0,0.829
1220000,1000.0,0.821
1220000,1000.0,0.836
1220000,1000.0,0.863
1230000,1000.0,0.829
1230000,1000.0,0.851508120649652
